ID;English;Chinese Simplified;Chinese Traditional;Czech;Danish;German;Greek;Finnish;French;Indonesian;Italian;Japanese;Korean;Dutch;Norwegian;Polish;Portugese;Spanish;Swedish;Tagalog
1200001796;Hachmonite;哈革摩尼人;哈革摩尼人;CHAKMONIOVEC;HAKMONIT;Hachmoniter;ΑΧΜΟΝΙΤΗΣ;Hakmonilainen;Hakmonite;;Acmonita;ハクモニ人;학모니 사람;HACHMONIET;HAKMONITT;CHACHMONITA;Acmonita;HACMONITA;HAKMONIT;HACMONITA
1200001797;Hadad;哈达德;哈達德;HADAD;HADAD;Hadad;ΑΔΑΔ;Hadad;Hadad;HADAD;Adad;ハダド;하닷;HADAD;HADAD;HADAD;Hadade;HADAD;HADAD;HADAD
1200001798;Hadadezer;哈达德谢;哈達德謝;HADADEZER;HADAD’EZER;Hadadeser;ΑΔΑΔΕΖΕΡ;Hadadeser;Hadadézer;HADADEZER;Adadezer;ハダドエゼル;하닷에셀;HADADEZER;HADADESER;HADADEZER;Hadadezer;HADADÉZER;HADADESER;HADADEZER
1200001799;Hadadrimmon;哈达德琳门;哈達德琳門;HADADRIMMON;HADADRIMMON;Hadad-Rimmon;ΑΔΑΔΡΙΜΜΩΝ;Hadadrimmon;Hadadrimmôn;HADAD-RIMON;Adadrimmon;ハダドリモン;하닷림몬;HADAD-RIMMON;HADADRIMMON;HADAD-RIMMON;Hadadrimom;HADADRIMÓN;HADADRIMMON;HADADRIMON
1200001800;Hadar;;;HADAR;HADAR;Hadar;ΑΔΑΡ, 1;Hadar;Hadar;HADAR;Adar, I;ハダル;하달;HADAR;HADAR;HADAR;Hadar;HADAR;HADAR;HADAR
1200001801;Hadashah;哈大沙;哈大沙;CHADAŠA;HADASJA;Hadascha;ΑΔΑΣΑ;Hadasa;Hadasha;HADASYA;Adasa;ハダシャ;하다사;HADASA;HADASJA;CHADASZA;Hadasa;HADASÁ;HADASA;HADASHA
1200001802;Hadassah;哈大莎;哈大莎;HADASSA;HADASSA;Hadassa;ΧΑΔΑΣΣΑ;Hadassa;Hadassa;HADASA;Adassa;ハダサ;하닷사;HADASSA;HADASSA;HADASSA;Hadassa;HADASSÁ;HADASSA;HADASA
1200001803;Hades;;;HÁDES;HADES;Hades;ΑΔΗΣ;Haades;Hadès;HADES;Ades;ハデス;하데스;HADES;HADES;HADES;Hades;HADES;HADES;HADES
1200001804;Hadid;哈第;哈第;CHADID;HADID;Hadid;ΑΔΙΔ;Hadid;Hadid;HADID;Adid;ハディド;하딧;HADID;HADID;CHADID;Hadide;HADID;HADID;HADID
1200001805;Hadlai;哈得莱;哈得萊;CHADLAI;HADLAJ;Hadlai;ΧΑΔΛΑΪ;Hadlai;Hadlaï;HADLAI;Hadlai;ハドライ;하들래;HADLAI;HADLAI;CHADLAJ;Hadlai;HADLAI;HADLAJ;HADLAI
1200001806;Hadoram;哈多兰;哈多蘭;HADORAM;HADORAM;Hadoram;ΧΑΔΩΡΑΜ;Hadoram;Hadoram;HADORAM;Hadoram;ハドラム;하도람;HADORAM;HADORAM;HADORAM;Hadorão;HADORAM;HADORAM;HADORAM
1200001807;Hadrach;哈得拉;哈得拉;CHADRAK;HADRAK;Hadrach;ΑΔΡΑΧ;Hadrak;Hadrak;HADRAKH;Adrac;ハドラク;하드락;HADRACH;HADRAK;CHADRACH;Hadraque;HADRAC;HADRAK;HADRAC
1200001808;Ha-eleph;哈以利弗;哈以利弗;HA-ELEF;HA-ELEF;Ha-Eleph;ΧΑ‐ΕΛΕΦ;Ha-Elef;Ha-Éleph;HA-ELEF;Ha-Elef;ハ･エレフ;하-엘렙;ELEF;HA-ELEF;HA-ELEF;Ha-Elefe;HA-ÉLEF;HA-ELEF;HA-ELEP
1200001809;Hagab;哈甲;哈甲;CHAGAB;HAGAB;Hagab;ΑΓΑΒ;Hagab;Hagab;HAGAB;Agab;ハガブ;하갑;HAGAB;HAGAB;CHAGAB;Hagabe;HAGAB;HAGAB;HAGAB
1200001810;Hagabah;哈甲巴;哈甲巴;CHAGABA;HAGABA;Hagaba;ΑΓΑΒΑ;Hagaba;Hagaba;HAGABA;Agaba;ハガバ;하가바;HAGABA;HAGABA;CHAGABA;Hagaba;HAGABÁ;HAGABA;HAGABA
1200001811;Hagar;夏甲;夏甲;HAGAR;HAGAR;Hagar;ΑΓΑΡ;Hagar;Agar;HAGAR;Agar;ハガル;하갈;HAGAR;HAGAR;HAGAR;Agar;AGAR;HAGAR;HAGAR
1200001812;Haggai;哈该;哈該;AGEUS;HAGGAJ;Haggai;ΑΓΓΑΙΟΣ;Haggai;Haggaï;HAGAI;Aggeo;ハガイ;학개;HAGGAÏ;HAGGAI;AGGEUSZ;Ageu;AGEO;HAGGAJ;HAGAI
1200001813;Haggai, Book of;哈该书;哈該書;AGEUS (KNIHA);HAGGAJS BOG;Haggai (Buch);ΑΓΓΑΙΟΣ (ΒΙΒΛΙΟ);Haggain kirja;Haggaï (Livre de);HAGAI, BUKU;Aggeo, Libro di;ハガイ書;학개서;HAGGAÏ, HET BOEK;HAGGAIS BOK;AGGEUSZA, KSIĘGA;Ageu, Livro de;AGEO, LIBRO DE;HAGGAJS BOK;HAGAI, AKLAT NG
1200001814;Haggi;哈基;哈基;CHAGGI;HAGGI;Haggi;ΑΓΓΙ;Haggi;Haggui;HAGI;Agghi;ハギ;학기;HAGGI;HAGGI;CHAGGI;Hagi;HAGUÍ;HAGGI;HAGI
1200001815;Haggiah;哈基雅;哈基雅;CHAGGIJÁŠ;HAGGIJA;Haggija;ΑΓΓΙΑΣ;Haggia;Hagguia;HAGIA;Agghia;ハギヤ;학기야;HAGGIA;HAGGIA;CHAGGIASZ;Hagias;HAGUÍAS;HAGGIA;HAGIAS
1200001816;Haggites;哈基人;哈基人;CHAGGIOVCI;HAGGITTER;Haggiter;ΑΓΓΙΤΕΣ;Haggilaiset;Hagguites;;Agghiti;ハギ人;학기 사람들;HAGGIETEN;HAGGITTER;;Hagitas;HAGUITAS;HAGGITER;HAGITA
1200001817;Haggith;哈及;哈及;CHAGGIT;HAGGIT;Haggith;ΑΓΓΙΘ;Haggit;Hagguith;HAGIT;Agghit;ハギト;학깃;HAGGITH;HAGGIT;CHAGGITA;Hagite;HAGUIT;HAGGIT;HAGIT
1200001818;Hagri;哈基利;哈基利;HAGRI;HAGRI;Hagri;ΑΓΗΡΙ;Hagri;Hagri;HAGRI;Agri;ハグリ;하그리;HAGRI;HAGRI;HAGRI;Hagri;HAGRÍ;HAGRI;HAGRI
1200001819;Hagrite;夏甲人;夏甲人;HAGREJEC;HAGRITTER;Hagriter;ΑΓΗΡΙΤΕΣ;Hagrilaiset;Hagrite;HAGRI, ORANG;Agareni;ハグル人;하그리 사람;HAGRIET;HAGRITTER;HAGRYTA;Agareno;HAGRITA;HAGRITER;HAGRITA
1200001820;Hail;冰雹;冰雹;KROUPY;HAGL;Hagel;ΧΑΛΑΖΙ;Rakeet;Grêle;HUJAN ES;Grandine;雹;우박;HAGEL;HAGL;GRAD;Saraiva;GRANIZO;HAGEL;GRANISO
1200001821;Hair;头发，毛;頭髮，毛;VLASY;HÅR;Haar;ΜΑΛΛΙΑ, ΤΡΙΧΩΜΑ;Hiukset, karvat;Cheveux, poils;RAMBUT;Capelli, Peli;髪の毛，毛;머리털, 털;HAAR;HÅR;WŁOSY;Cabelo;CABELLO;HÅR;BUHOK
1200001822;Hakkatan;哈加坦;哈加坦;HAKKATAN;HAKKATAN;Hakkatan;ΑΚΚΑΤΑΝ;Hakkatan;Haqqatân;HAKATAN;Accatan;ハカタン;학가단;HAKKATAN;HAKKATAN;HAKKATAN;Hacatã;HAQATÁN;HAKKATAN;HAKATAN
1200001823;Hakkoz;哈歌斯;哈歌斯;HAKKOC;HAKKOZ;Hakkoz;ΑΚΚΩΣ;Hakkos;Haqqots;HAKOZ;Accoz;ハコツ;학고스;HAKKOZ;HAKKOS;HAKKOC;Hacoz;HAQOZ;HAKKOS;HAKOZ
1200001824;Hakupha;哈古巴;哈古巴;CHAKUFA;HAKUFA;Hakupha;ΑΚΟΥΦΑ;Hakufa;Haqoupha;HAKUFA;Acufa;ハクファ;하구바;HAKUFA;HAKUFA;CHAKUFA;Hacufa;HAQUFÁ;HAKUFA;HAKUPA
1200001825;Halah;哈腊;哈臘;CHALACH;HALA;Halach;ΑΛΑ;Halah;Halah;HALA;Ala;ハラハ;할라;HALAH;HALAH;CHALACH;Hala;HALAH;HALA;HALA
1200001826;Halak, Mount;哈拉克山;哈拉克山;CHALAK (HORA);HALAKS BJERG;Halak (Berg);ΑΛΑΚ, ΟΡΟΣ;Halakinvuori;Halaq (Mont);HALAK, GUNUNG;Halac;ハラク山;할락 산;CHALAK, BERG;HALAK-FJELLET;CHALAK, GÓRA;Halaque, Monte;HALAQ, MONTE;HALAK;HALAK, BUNDOK
1200001827;Halhul;哈忽;哈忽;CHALCHUL;HALHUL;Halhul;ΑΛΟΥΛ;Halhul;Halhoul;HALHUL;Alul;ハルフル，I;할훌;HALHUL;HALHUL;CHALCHUL;Halul;HALHUL;HALHUL;HALHUL
1200001828;Hali;哈利;哈利;CHALI;HALI;Hali;ΑΛΙ;Hali;Hali;HALI;Hali;ハリ;할리;HALI;HALI;CHALI;Hali;HALÍ;HALI;HALI
1200001829;Hallel;颂赞诗篇;頌讚詩篇;HALEL;HALLEL;Hallel;ΧΑΛΛΕΛ;Hallel;Hallel;HALEL;Hallel;ハレル;할렐;HALLEL;HALLEL;HALLEL;Halel;HALLEL;HALLEL;HALLEL
1200001830;Hallelujah;哈利路亚;哈利路亞;HALELUJAH;HALLELUJA;Halleluja;ΑΛΛΗΛΟΥΙΑ;Halleluja;Alleluia;HALELUYAH;Alleluia;ハレルヤ;할렐루야;HALLELUJAH;HALLELUJA;ALLELUJA;Aleluia;ALELUYA;HALLELUJA;HALLELUJAH
1200001831;Hallohesh;哈罗赫;哈羅赫;HALLOCHEŠ;HALLOHESJ;Hallohesch;ΑΛΛΩΗΣ;Hallohes;Hallohesh;HALOHES;Alloes;ハロヘシュ;할로헤스;HALLOHES;HALLOHESJ;HALLOCHESZ;Haloés;HALOHÉS;HALLOHES;HALOHES
1200001832;Ham;含;含;CHAM;KAM;Ham;ΧΑΜ;Haam;Cham;HAM;Cam;ハム;함;CHAM;KAM;CHAM;Cã;CAM;HAM;HAM
1200001833;Haman;哈曼;哈曼;HAMAN;HAMAN;Haman;ΑΜΑΝ;Haman;Hamân;HAMAN;Aman;ハマン;하만;HAMAN;HAMAN;HAMAN;Hamã;HAMÁN;HAMAN;HAMAN
1200001834;Hamath;哈马;哈馬;CHAMAT, CHAMAŤAN;HAMAT;Hamath;ΑΙΜΑΘ;Hamat, hamatilainen;Hamath, Hamathite;HAMAT;Amat;ハマト，ハマト人;하맛;HAMATH;HAMAT;CHAMAT, CHAMATYTA;Hamate, hamateu;HAMAT, HAMATEO;HAMAT;HAMAT, HAMATEO
1200001835;Hamath-zobah;哈马琐巴;哈馬瑣巴;CHAMAT-COBA;HAMAT-ZOBA;Hamath-Zoba;ΑΙΜΑΘ‐ΖΩΒΑ;Hamat-Soba;Hamath-Tsoba;HAMAT-ZOBA;Amat-Zoba;ハマト･ツォバ;하맛-소바;HAMATH-ZOBA;HAMAT-SOBA;CHAMAT-COBA;Hamate-Zobá;HAMAT-ZOBÁ;HAMAT-SOBA;HAMAT-ZOBA
1200001836;Hammath;哈末;哈末;CHAMMAT;HAMMAT;Hammath;ΑΙΜΜΑΘ;Hammat;Hammath;;Ammat;ハムマト;함맛;HAMMATH;HAMMAT;CHAMMAT;Hamate;HAMMAT;HAMMAT;HAMMAT
1200001837;Hammedatha;哈米大他;哈米大他;HAMMEDATA;HAMMEDATA;Hammedatha;ΑΜΜΕΔΑΘΑ;Hammedata;Hammedatha;HAMEDATA;Ammedata;ハメダタ;함므다다;HAMMEDATHA;HAMMEDATA;HAMMEDATA;Hamedata;HAMEDATA;HAMMEDATA;HAMEDATA
1200001838;Hammer;锤子，槌子;錘子，槌子;KLADIVO;HAMMER;Hammer;ΣΦΥΡΙ;Vasara;Marteau;PALU, I;Martello;つち，ハンマー;망치;HAMER;HAMMER;MŁOT, MŁOTEK;Martelo;MARTILLO;HAMMARE;MARTILYO
1200001839;Hammolecheth;哈摩利吉;哈摩利吉;HAMMOLEKET;HAMMOLEKET;Hammolecheth;ΧΑΜΜΟΛΕΚΕΘ;Hammoleket;Hammoléketh;HAMOLEKHET;Ammolechet;ハモレケト;함몰레겟;HAMMOLECHETH;HAMMOLEKET;HAMMOLECHET;Hamolequete;HAMOLÉKET;HAMMOLEKET;HAMOLEKET
1200001840;Hammon;哈们;哈們;CHAMMON;HAMMON;Hammon;ΑΙΜΜΩΝ;Hammon;Hammôn;HAMON;Hammon;ハモン;함몬;HAMMON;HAMMON;CHAMMON;Hamom;HAMÓN;HAMMON;HAMMON
1200001841;Hammoth-dor;哈莫多珥;哈莫多珥;CHAMMOT-DOR;HAMMOT-DOR;Hammoth-Dor;ΑΙΜΜΩΘ‐ΔΩΡ;Hammot-Dor;Hammoth-Dor;HAMOT-DOR;Ammot-Dor;ハモト･ドル;함못-돌;HAMMOTH-DOR;HAMMOT-DOR;CHAMMOT-DOR;Hamote-Dor;HAMOT-DOR;HAMMOT-DOR;HAMOT-DOR
1200001842;Hammuel;哈姆利;哈姆利;CHAMMUEL;HAMMUEL;Hammuel;ΑΜΟΥΗΛ;Hammuel;Hammouël;HAMUEL;Ammuel;ハムエル;함무엘;HAMMUËL;HAMMUEL;CHAMMUEL;Hamuel;HAMUEL;HAMMUEL;HAMUEL
1200001843;Hamonah;哈摩那;哈摩那;HAMONA;HAMONA;Hamona;ΑΜΩΝΑ;Hamona;Hamona;HAMONA;Amona;ハモナ;하모나;HAMONA;HAMONA;HAMONA;Hamoná;HAMONÁ;HAMONA;HAMONA
1200001844;Hamon-gog;哈摩歌革;哈摩歌革;HAMON-GOG;HAMON-GOG;Hamon-Gog;ΑΜΩΝ‐ΓΩΓ;Hamon-Gog;Hamôn-Gog;HAMON-GOG;Amon-Gog;ハモン･ゴグ;하몬곡;HAMON-GOG;HAMON-GOG;HAMON-GOG;Hamom-Gogue;HAMON-GOG;HAMON-GOG;HAMON-GOG
1200001845;Hamor;哈抹;哈抹;CHAMOR;HAMOR;Hamor;ΕΜΜΩΡ;Hamor;Hamor;HAMOR;Emor;ハモル;하몰;HEMOR;HAMOR;CHAMOR;Hamor;HAMOR;HAMOR;HAMOR
1200001846;Hamstring;腿筋;腿筋;;HASE;;ΚΟΠΗ ΤΩΝ ΤΕΝΟΝΤΩΝ;Kinnerjänne;Jarret;URAT KAKI;Garretto;ひざ腱を切る;오금줄을 끊다;;HASE;;Jarrete, jarretar;DESJARRETAR;HASSENA;GATIL SA LIKURAN NG BINTI
1200001847;Hamul;哈姆勒;哈姆勒;CHAMUL;HAMUL;Hamul;ΑΜΟΥΛ;Hamul;Hamoul;HAMUL;Amul;ハムル;하물;HAMUL;HAMUL;CHAMUL;Hamul;HAMUL;HAMUL;HAMUL
1200001848;Hamutal;哈慕塔;哈慕塔;CHAMUTAL;HAMUTAL;Hamutal;ΑΜΟΥΤΑΛ;Hamutal;Hamoutal;HAMUTAL;Amutal;ハムタル;하무달;HAMUTAL;HAMUTAL;CHAMUTAL;Hamutal;HAMUTAL;HAMUTAL;HAMUTAL
1200001849;Hanamel;哈拿默;哈拿默;CHANAMEL;HANAMEL;Hanamel;ΧΑΝΑΜΗΛ;Hanamel;Hanamel;HANAMEL;Hanamel;ハナムエル;하나멜;HANAMEËL;HANAMEL;CHANAMEL;Hanamel;HANAMEL;HANAMEL;HANAMEL
1200001850;Hanan;哈南;哈南;CHANAN;HANAN;Hanan;ΑΝΑΝ;Hanan;Hanân;HANAN;Hanan;ハナン;하난;HANAN;HANAN;CHANAN;Hanã;HANÁN;HANAN;HANAN
1200001851;Hananel;哈楠业;哈楠業;CHANANEL;HANANEL;Hananel;ΧΑΝΑΝΗΛ;Hananelintorni;Hananel;HANANEL;Ananel;ハナヌエル;하나넬;HANANEËL;HANANEL-TÅRNET;CHANANEL;Hananel;HANANEL;HANANELTORNET;HANANEL
1200001852;Hanani;哈拿尼;哈拿尼;CHANANI;HANANI;Hanani;ΑΝΑΝΙ;Hanani;Hanani;HANANI;Hanani;ハナニ;하나니;HANANI;HANANI;CHANANI;Hanani;HANANÍ;HANANI;HANANI
1200001853;Hananiah;哈拿尼雅;哈拿尼雅;CHANANJÁŠ;HANANJA;Hananja;ΑΝΑΝΙΑΣ;Hananja;Hanania;HANANIA;Hanania;ハナニヤ;하나냐;HANANJA;HANANJA;CHANANIASZ;Hananias;HANANÍAS;HANANJA;HANANIAS
1200001854;Hand;手;手;RUKA;HÅND;Hand;ΧΕΡΙ;Käsi;Main;TANGAN;Mano;手;손;HAND;HÅND;RĘKA;Mão;MANO;HAND;KAMAY
1200001855;Handbreadth;掌（宽度）;掌（寬度）;DLAŇ;HÅNDSBRED;Handbreit;ΠΑΛΑΜΗ;Kämmenenleveys;Palme;LEBAR TANGAN;Palmo;手幅;손너비;HANDBREEDTE;HÅNDSBREDD;SZEROKOŚĆ DŁONI;Largura da mão;PALMO MENOR;HANDSBREDD;SINLAPAD-NG-KAMAY
1200001856;Handcuffs;手铐;手銬;;HÅNDJERN;Handfesseln;ΧΕΙΡΟΠΕΔΕΣ;Käsiraudat;Menottes;BORGOL;Manette;手かせ;수갑;HANDBOEIEN;HÅNDJERN;KAJDANY;Algemas;ESPOSAS;HANDBOJOR;POSAS
1200001857;Hand Mill;手磨;手磨;RUČNÍ MLÝNEK;HÅNDKVÆRN;Handmühle;ΧΕΙΡΟΜΥΛΟΣ;Käsimylly;;;;手臼;;HANDMOLEN;HÅNDKVERN;;Moinho manual;;HANDKVARN;
1200001858;Handshake;握手;握手;POTŘÁST RUKOU;HÅNDSLAG;Handschlag;ΧΕΙΡΑΨΙΑ;Kädenlyönti;Poignée de main;JABAT TANGAN;Stretta di mano;握手;악수;HANDSLAG;HÅNDSLAG;PODANIE RĘKI;Aperto de mão;APRETÓN DE MANOS;HANDSLAG;PAKIKIPAGKAMAY
1200001859;Hanes;哈内斯;哈內斯;CHANES;HANES;Hanes;ΧΑΝΕΣ;Hanes;Hanès;HANES;Hanes;ハネス;하네스;HANES;HANES;CHANES;Hanes;HANÉS;HANES;HANES
1200001860;Hanging;上吊;上吊;POVĚŠENÍ;HÆNGNING;Hängen;ΑΠΑΓΧΟΝΙΣΜΟΣ;Ripustaminen;Pendaison;GANTUNG, MENGGANTUNG;Appendere;杭に掛ける，つるす，首をつる;매달다;HANGEN;HENGING;POWIESZENIE;Pendurar;COLGAR;HÄNGNING;PAGBIBITIN
1200001861;Hannah;哈拿;哈拿;HANA;HANNA;Hanna;ΑΝΝΑ;Hanna;Hanna;HANA;Anna;ハンナ;한나;HANNA;HANNA;ANNA;Ana, I;ANA;HANNA;HANA
1200001862;Hannathon;哈拿顿;哈拿頓;CHANNATON;HANNATON;Hannathon;ΑΝΝΑΘΩΝ;Hannaton;Hannathôn;HANATON;Annaton;ハナトン;한나돈;HANNATHON;HANNATON;CHANNATON;Hanatom;HANATÓN;HANNATON;HANATON
1200001863;Hanniel;汉尼业;漢尼業;CHANNIEL;HANNIEL;Hanniel;ΑΝΙΗΛ;Hanniel;Hanniël;HANIEL;Anniel;ハニエル;한니엘;HANNIËL;HANNIEL;CHANNIEL;Haniel;HANIEL;HANNIEL;HANIEL
1200001864;Hanoch;哈诺;哈諾;CHANOK;HANOK;Hanoch;ΑΝΩΧ;;Hanok;HANOKH;Anoc;ハノク;하녹;HANOCH;HANOK;CHANOCH;Anoque;HANOK;HANOK;HANOK
1200001865;Hanochites;哈诺人;哈諾人;CHANOKOVCI;HANOKITTER;Hanochiter;ΑΝΩΧΙΤΕΣ;Hanokilaiset;Hanokites;HANOKH, KETURUNAN;Anochiti;ハノク人;하녹 사람들;HANOCHIETEN;HANOKITTER;CHANOCHICI;Anoquitas;HANOKITAS;HANOKITER;HANOKITA, MGA
1200001866;Hanun;哈嫩;哈嫩;CHANUN;HANUN;Hanun;ΑΝΟΥΝ;Hanun;Hanoun;HANUN;Anun;ハヌン;하눈;HANUN;HANUN;CHANUN;Hanum;HANÚN;HANUN;HANUN
1200001867;Hapharaim;哈弗连;哈弗連;CHAFARAJIM;HAFARAJIM;Hapharajim;ΑΦΕΡΑΪΜ;Hafaraim;Hapharaïm;HAFARAIM;Afaraim;ハファライム;하바라임;HAFARAÏM;HAFARAJIM;CHAFARAIM;Hafaraim;HAFARAIM;HAFARAJIM;HAPARAIM
1200001868;Happiness;有福，快乐;有福，快樂;ŠTĚSTÍ;LYKKE;Glück I;ΕΥΤΥΧΙΑ;Onnellisuus;Bonheur;BAHAGIA, KEBAHAGIAAN;Felicità;幸福，幸い;행복;GELUK (I);LYKKE;SZCZĘŚCIE;Felicidade;FELICIDAD, FELICIDADES;LYCKA;KALIGAYAHAN
1200001869;Happizzez;哈比悉;哈比悉;HAPPICCEC;HAPPIZZEZ;Happizzez;ΑΦΙΣΗΣ;Happisses;Happitsets;HAPIZEZ;Appizzez;ハピツェツ;합비세스;HAPPIZZES;HAPPISSES;HAPPICCEC;Hapizez;HAPIZEZ;HAPPISSES;HAPIZEZ
1200001870;Hara;哈拉;哈拉;HARA;HARA;Hara;ΑΡΑ;Hara;Hara;HARA;Hara;ハラ;하라;HARA;HARA;HARA;Hara;HARÁ;HARA;HARA
1200001871;Haradah;哈拉大;哈拉大;CHARADA;HARADA;Harada;ΧΑΡΑΔΑ;Harada;Harada;HARADA;Arada;ハラダ;하라다;HARADA;HARADA;CHARADA;Harada;HARADÁ;HARADA;HARADA
1200001872;Haran;哈兰;哈蘭;CHARAN;HARAN;Haran;ΧΑΡΡΑΝ;Haran;Harân;HARAN;Haran;ハラン;하란;HARAN;KARAN;HARAN;Harã;HARÁN;HARAN;HARAN
1200001873;Hararite;哈拉里人;哈拉里人;HARARITA;HARARITTER;Harariter;ΑΡΑΡΙΤΗΣ;Hararilainen;Hararite;HARARI, ORANG;Hararita;ハラル人;하랄 사람;HARARIET;HARARITT;HARARYTA;Hararita;HARARITA;HARARIT;HARARITA
1200001874;Harbona;哈波拿;哈波拿;CHARBONA;HARBONA;Harbona;ΑΡΒΩΝΑ;Harbona;Harbona;HARBONA;Arbona;ハルボナ;하르보나;HARBONA;HARBONA;CHARBONA;Harbona;HARBONÁ;HARBONA;HARBONA
1200001875;Hare;野兔;野兔;ZAJÍC;HARE;Hase;ΛΑΓΟΣ;Jänis;Lièvre;TERWELU;Lepre;野うさぎ;산토끼;HAAS;HARE;ZAJĄC;Lebre;LIEBRE;HARE;KUNEHO
1200001876;Hareph;哈勒;哈勒;CHAREF;HAREF;Hareph;ΑΡΕΦ;Haref;Hareph;HAREF;Aref;ハレフ;하렙;HAREF;HAREF;CHAREF;Harefe;HAREF;HAREF;HAREP
1200001877;Harhaiah;哈海雅;哈海雅;CHARHAJÁŠ;HARHAJA;Harhaja;ΑΡΧΑΪΑΣ;Harhaja;Harhaïa;HARHAYA;Araia;ハルハヤ;할해야;HARHAJA;HARHAJA;CHARHAJASZ;Haraías;HARHAYA;HARHAJA;HARHAIAS
1200001878;Harhas;哈珥哈斯;哈珥哈斯;CHARCHAS;HARHAS;Harhas;ΑΡΑΣ;Harhas;Harhas;HARHAS;Aras;ハルハス;할하스;HARHAS;HARKAS;CHARCHAS;Harás;HARHÁS;HARHAS;HARHAS
1200001879;Harhur;哈胡;哈胡;CHARCHUR;HARHUR;Harhur;ΑΡΟΥΡ;Harhur;Harhour;HARHUR;Arur;ハルフル，II;하르훌;HARHUR;HARHUR;CHARCHUR;Harur;HARHUR;HARHUR;HARHUR
1200001880;Harim;哈琳;哈琳;CHARIM;HARIM;Harim;ΧΑΡΙΜ;Harim;Harim;HARIM;Arim;ハリム;하림;HARIM;HARIM;CHARIM;Harim;HARIM;HARIM;HARIM
1200001881;Hariph;哈里弗;哈里弗;CHARIF;HARIF;Hariph;ΑΡΙΦ;Harif;Hariph;HARIF;Arif;ハリフ;하립;HARIF;HARIF;CHARIF;Harife;HARIF;HARIF;HARIP
1200001882;Hariphite;哈里弗人;哈里弗人;CHARIFOVEC;HARIFIT;Hariphiter;ΑΡΙΦΙΤΗΣ;Harifilainen;Hariphite;HARIF, ORANG;Arifita;ハリフ人;하립 사람;HARUFIET;HARIFITT;CHARIFITCZYK;Harifita;HARIFITA;HARIFIT;HARIPITA
1200001883;Harlot;娼妓;娼妓;NEVĚSTKA;SKØGE, PROSTITUERET;Hure;;;;SUNDAL;Meretrice;娼婦;창녀;HOER;SKJØGE;NIERZĄDNICA;Meretriz;RAMERA;SKÖKA;PATUTOT
1200001884;Har–magedon;哈米吉多顿;哈米吉多頓;HAR-MAGEDON;HAR-MAGEDON;Har-Magedon;ΑΡ‐ΜΑΓΕΔΩΝ;Har-Magedon;Har-Maguédôn;HAR–MAGEDON;Har-Maghedon;ハルマゲドン;하르-마게돈;HAR–MAGEDON;HAR-MAGEDON;HAR-MAGEDON;Har-Magedon;HAR-MAGEDÓN;HAR-MAGEDON;HAR–MAGEDON
1200001885;Harmon;哈蒙;哈蒙;HARMON;HARMON;Harmon;ΧΑΡΜΩΝ;Harmon;Harmôn;HARMON;Armon;ハルモン;하르몬;HARMON;HARMON;HARMON;Harmom;HARMÓN;HARMON;HARMON
1200001886;Harnepher;哈尼弗;哈尼弗;CHARNEFER;HARNEFER;Harnepher;ΑΡΝΕΦΕΡ;Harnefer;Harnépher;HARNEFER;Arnefer;ハルネフェル;하르네벨;HARNEFER;HARNEFER;CHARNEFER;Harnefer;HARNÉFER;HARNEFER;HARNEPER
1200001887;Harod;哈律;哈律;CHAROD;HARODKILDEN;Harod;ΑΡΩΔ;Harod;Harod;HAROD;Harod;ハロド;하롯;HAROD;HAROD-KILDEN;CHAROD;Harode;HAROD;HARODSBRUNNEN;HAROD
1200001888;Harodite;哈律人;哈律人;CHAROĎAN;HARODIT;Haroditer;ΑΡΩΔΙΤΗΣ;Harodilainen;Harodite;HAROD, ORANG;Harodita;ハロド人;하롯 사람;HARODIET;HARODITT;CHARODYTA;Harodita;HARODITA;HARODIT;HARODITA
1200001889;Haroeh;哈罗以;哈羅以;HAROE;HARO’E;Haroe;ΑΡΟΕ;Haroe;Haroé;HAROE;Haroe;ハロエ;하로에;HAROË;HAROE;HAROE;Haroé;HAROÉ;HAROE;HAROE
1200001890;Harorite;哈律里人;哈律里人;HARORAN;HARORIT;Haroriter;ΑΡΩΡΙΤΗΣ;Harorilainen;Harorite;HAROR, ORANG;Harorita;ハロル人;하롤 사람;HARORIET;HARORITT;HARORYTA;Harorita;HARORITA;HARORIT;HARORITA
1200001891;Harosheth;夏罗设;夏羅設;CHAROŠET;HAROSJET;Haroscheth;ΑΡΩΣΕΘ;Haroset;Harosheth;HAROSYET;Aroset;ハロシェト;하로셋;HAROSETH;HAROSJET;HAROSZET;Harosete;HARÓSET;HAROSET;HAROSET
1200001892;Harp;竖琴;豎琴;HARFA;LYRE;Harfe;ΑΡΠΑ;Harppu;Harpe;HARPA;Arpa;たて琴;수금;HARP;HARPE;HARFA;Harpa;ARPA;LYRA;ALPA
1200001893;Harpoon;渔镖;漁鏢;HARPUNA;HARPUN;Harpune;ΚΑΜΑΚΙ;Harppuuna;Harpon;HARPUN;Arpione;もり;작살;HARPOEN;HARPUN;HARPUN;Arpão;ARPÓN;HARPUN;SALAPANG
1200001894;Harsha;哈沙;哈沙;CHARŠA;HARSJA;Harscha;ΑΡΣΑ;Harsa;Harsha;HARSYA;Arsa;ハルシャ;하르사;HARSA;HARSJA;CHARSZA;Harsa;HARSÁ;HARSA;HARSA
